Sno,Bank Name,Branch Name,IFSC Code
2451,State Bank of India, PRATAPGARH,SBIN0006674
2452,Axis Bank,RAI BARELI,UTIB0000681
2453,State Bank of India,PRATAPGARH,SBIN0000157
2454,INDIAN BANK,CHARKARI,IDIB000C554
2455,UNION BANK OF INDIA,MUMFORDGANJ,UBIN0932094
2456,ICICI BANK LIMITED,PRATAPGARH,ICIC0000819
2457,State Bank of India,SULTANPUR,SBIN0000188
2458,State Bank of India,BIDHNU,SBIN0010895
2459,State Bank of India,PHULPUR,SBIN0000155
2460,Bank of Baroda,RAMPUR ,BARB0RAMPRA
2461,Bank of Baroda,PRATAPGARH,BARB0KATRAM
2462,BOM,PRATAPGARH,MAHB0001661
2463,State Bank of India,LALGANJ,SBIN0002566
2464,State Bank of India,RAIBARELY,SBIN0001607
2465,State Bank of India,PRATAPGARH,SBIN0000157
2466,PUNJAB NATIONAL BANK,ALLAHABAD ,PUNB0001200
2467,CENTRAL BANK OF INDIA, VARANASI,CBIN0280196
2468,HDFC Bank,KUNDA,HDFC0004294
2469,Bank of Baroda,PUREY PANDAY,BARB0PUREYP
2470,State Bank of India, ALLAHABAS,SBIN0001621
2471,State Bank of India,RAJA BAZAR,SBIN0013546
2472,State Bank of India,BASAHARA,SBIN0009309
2473,PUNJAB NATIONAL BANK,LUCKNOW,PUNB0149620
2474,State Bank of India, PRATAPGARH,SBIN0006674
2475,Bank of Baroda,LUCKNOW,BARB0RAJLUC
2476,Bank of Baroda,SAHERUA,BARB0SAHERU
2477,CENTRAL BANK OF INDIA,DATIA,CBIN0281424
2478,Bank of Baroda,PRATAPGARH,BARB0KUNDAX
2479,State Bank of India, NAINI,SBIN0003486
2480,State Bank of India,CHILBILA,SBIN0005471
2481,State Bank of India,BASDEO NAGAR,SBIN0008321
2482,State Bank of India,MINWA,SBIN0008346
2483,UNION BANK OF INDIA,PHAPHAMAU,UBIN0917524
2484,PUNJAB NATIONAL BANK,SHEOGANJ,PUNB0368000
2485,PUNJAB NATIONAL BANK,  SULTANPUR,PUNB0590300
2486,Bank of Baroda,NAWABGANJ,BARB0NAWALL
2487,State Bank of India,PHULPUR,SBIN0000155
2488,State Bank of India,MANIKPUR ,SBIN0015508
2489,Bank of Baroda,SULTANPUR ,BARB0SULTAN
2490,State Bank of India,KAURIHAR,SBIN0014901
2491,Bank of Baroda, JAUNPUR,BARB0KERAKA
2492,PUNJAB NATIONAL BANK,DEORIA,PUNB0080610
2493,Bank of Baroda, UTTAR PRADESH ,BARB0BUPGBX
2494,Bank of Baroda, ALLAHABAD,BARB0SORAON
2495,Bank of Baroda,KAMLANAGAR,BARB0KAMNAG
2496,Punjab National Bank,HATA BLOCK MANDA,PUNB0207400
2497,State Bank of India,KARCHHANA,SBIN0001164
2498,Bank of Baroda, ALLAHABAD,BARB0BHELKH
2499,State Bank of India,BAI KA BAGH,SBIN0011750
2500,State Bank of India,SHASON,SBIN0003718
2501,Baroda Uttar Pradesh Gramin Bank, UTTAR PRADESH ,BARB0BUPGBX
2502,PUNJAB NATIONAL BANK,ALLAHABAD ,PUNB0100600
2503,INDIAN BANK,DANDOOPUR,IDIB000D525
2504,PUNJAB NATIONAL BANK, REWA ,PUNB0087600
2505,UNION BANK OF INDIA,RIHAND NAGAR,UBIN0550116
2506,Baroda Uttar Pradesh Gramin Bank,UTTAR PRADESH ,BARB0BUPGBX
2507,PUNJAB NATIONAL BANK,KANNAUJ,PUNB0459100
2508,Uttar Pradesh Gramin Bank,UTTAR PRADESH ,BARB0BUPGBX
2509,State Bank of India,NAINI,SBIN0000139
2510,UNION BANK OF INDIA,KARVI,UBIN0559296
2511,Baroda Uttar Pradesh Gramin Bank, UTTAR PRADESH ,BARB0BUPGBX
2512,State Bank of India,SHANKARGARH,SBIN0011253
2513,INDIAN BANK,TARAUNHA,IDIB000T528
2514,Bank of Baroda,BAHERIA,BARB0BAHERI
2515,State Bank of India, ALLAHABAS,SBIN0001621
2516,Bank of Baroda, ALLAHABAD,BARB0KARCHH
2517,Bank Of India,MEERAPUR,BKID0007004
2518,Bank of Baroda,DHANUPUR,BARB0DHAALL
2519,State Bank of India,Allahabad,SBIN0018920
2520,State Bank of India,MUHANDRA,SBIN0015311
2521,Bank of Baroda,HARISHCHANDRA ,BARB0HRIALL
2522,Axis Bank,PATNA,UTIB0000142
2523,PUNJAB NATIONAL BANK,PRAYAGRAJ,PUNB0090810
2524,INDIAN,KOHRAR,IDIB000K730
2525,Bank of Baroda,ALLAHABAD,BARB0JASRAX
2526,Canara Bank,SIWAN,CNRB0005376
2527,UNION BANK OF INDIA,KARVI,UBIN0559296
2528,Canara Bank,JEHANABAD,CNRB0003289
2529,State Bank of India,SHANKARGARH,SBIN0011253
2530,State Bank of India,ZARI BAZAR,SBIN0006340
2531,State Bank of India,KARWI,SBIN0000110
2532,INDIAN OVERSEAS BANK,VARANASI,IOBA0000370
2533,State Bank of India,NARI BARI,SBIN0015512
2534,UNION BANK OF INDIA,SIRMOUR,UBIN0541800
2535,HDFC Bank,PATTI,HDFC0004321
2536,Bank of Baroda,OBRA,BARB0OBRABS
2537,State Bank of India,ALLAHABAD,SBIN0003166
2538,YES BANK, MUMBAI,YESB0000062
2539,Bank of Baroda,ALLAHABAD,BARB0MEZARO
2540,State Bank of India,SATNA,SBIN0010467
2541,ICICI BANK LIMITED,MIRZAPUR,ICIC0000818
2542,HDFC Bank,FRASER ROAD,HDFC0009325
2543,Canara Bank,PRAYAGRAJ ,CNRB0018615
2544,State Bank of India, ALLAHABAD,SBIN0002619
2545,ICICI BANK LIMITED,ALLAHABAD,ICIC0001570
2546,Bank of Baroda,NAINI ,BARB0NAINIX
2547,Bank of Baroda,UTTAR PRADESH ,BARB0BUPGBX
2548,State Bank of India,PHULPUR,SBIN0000155
2549,State Bank of India,SIGRA,SBIN0002614
2550,INDIAN BANK,BADAUSA,IDIB000B518
2551,UCO,VARANASI,UCBA0001917
2552,HDFC Bank, KANPUR,HDFC0002080
2553,State Bank of India,JHUNSI,SBIN0005440
2554,Bank of Baroda,LUCKNOW,BARB0HAZARA
2555,State Bank of India,ALLAHABAS,SBIN0001621
2556,State Bank of India,ALLAHABAS,SBIN0001621
2557,State Bank of India,HANDIA,SBIN0001160
2558,State Bank of India,SHANKARGARH,SBIN0011253
2559,Punjab National Bank,ALLAHABAD ,PUNB0174900
2560,State Bank of India,REWA MAIN,SBIN0000468
2561,Bank of Baroda,ALLAHABAD,BARB0KARCHH
2562,State Bank of India,LALGANJ,SBIN0002566
2563,PUNJAB NATIONAL BANK,ALLAPUR,PUNB0100120
2564,Bank of Baroda, ALLAHABAD,BARB0MEZARO
2565,UBI,ALLAHABAD,UBIN0566543
2566,Uttar Pradesh Gramin Bank,UTTAR PRADESH ,BARB0BUPGBX
2567,Bank of Baroda,ALLAHABAD,BARB0SORAON
2568,State Bank of India,CHHIVAIYA,SBIN0009248
2569,PUNJAB NATIONAL BANK,KOTA,PUNB0250000
2570,Axis Bank,RATU ROAD,UTIB0001923
2571,UCO BANK,KHUSRO BAGH,UCBA0001919
2572,BANO OF BARODA,ALLAHABAD,BARB0MALAKA
2573,Canara Bank,PRATAPGARH,CNRB0003202
2574,INDIAN BANK,Banda,IDIB000B836
2575,Canara Bank,PRAYAGRAJ ,CNRB0018616
2576,UNION BANK OF INDIA, KANPUR,UBIN0545520
2577,Bank of Baroda, ALLAHABAD,BARB0BHELKH
2578,State Bank of India,KATRA GULAB ,SBIN0005409
2579,State Bank of India,SHAHGANJ,SBIN0000179
2580,State Bank of India,NARI BARI,SBIN0015512
2581,ICICI BANK LIMITED,SULTANPUR,ICIC0000443
2582,HDFC Bank,KORAON,HDFC0009127
2583,State Bank of India, SATNA,SBIN0016748
2584,State Bank of India,PHULPUR,SBIN0000155
2585,ICICI,FOCAL POINT,ICIC0002180
2586,State Bank of India, ALLAHABAD,SBIN0002580
2587,State Bank of India,NARI BARI,SBIN0015512
2588,State Bank of India,RAEBARELI,SBIN0000161
2589,Baroda Uttar Pradesh Gramin Bank, UTTAR PRADESH ,BARB0BUPGBX
2590,ICICI BANK LIMITED,GOMTINAGAR┬á,ICIC0000214
2591,Bank of Baroda,ALLAHABA ,BARB0MULALL
2592,Bank of Baroda, ALLAHABAD,BARB0BINDAX
2593,State Bank of India,PHAPHAMAU,SBIN0003487
2594,Bank of Baroda,BAXIKATALAB,BARB0BAKLUC
2595,State Bank of India,ALLAHABAD,SBIN0002619
2596,State Bank of India,JASPURA,SBIN0018842
2597,State Bank of India,IGFCC,SBIN0009072
2598,State Bank of India,Babuganj,SBIN0016705
2599,State Bank of India,SITAPUR,SBIN0000720
2600,State Bank of India,FATEHPUR,SBIN0000076
2601,State Bank of India,JAIL ROAD,SBIN0009019
2602,PUNJAB NATIONAL BANK,ALLAHABAD ,PUNB0001200
2603,Bank of Baroda,RAE BARELI ,BARB0RAEBAR
2604,State Bank of India,RAI BARELI,SBIN0001607
2605,HDFC Bank,RAE BAREILLY,HDFC0000945
2606,State Bank of India,BABERU,SBIN0011206
2607,HDFC Bank,KANPUR,HDFC0002080
2608,Bank Of India,AKBARPUR,BKID0006935
2609,State Bank of India,DALMAU ,SBIN0011217
2610,INDIAN BANK,BINDKI,IDIB000B829
2611,Bank of Baroda, RAE BARELI,BARB0RASULP
2612,State Bank of India,HAMIRPUR,SBIN0000089
2613,UCO BANK, LUCKNOW,UCBA0001420
2614,Bank of Baroda,RAE BARELI,BARB0BEDARO
2615,State Bank of India, RAEBARELI,SBIN0011218
2616,Bank of Baroda,RAI BARELI,BARB0DALMAU
2617,INDIAN BANK,MAHARAJGANJ,IDIB000M536
2618,PUNJAB NATIONAL BANK,LALITPUR,PUNB0798500
2619,ICICI BANK LIMITED,LALGANJ,ICIC0001726
2620,PUNJAB NATIONAL BANK, LALITPUR ,PUNB0078100
2621,IDBI BANK,FATEHPUR,IBKL0001060
2622,INDIAN OVERSEAS BANK,FATEHPUR,IOBA0002990
2623,Bank of Baroda,FATEHPUR,BARB0REWFAT
2624,HDFC Bank,UNCHAHAR,HDFC0004686
2625,Bank of Baroda,SIKANDARPUR,BARB0SIKAND
2626,State Bank of India,RAEBARELI,SBIN0000161
2627,Bank of Baroda, RAIBARELI,BARB0LALGAN
2628,Bank of Baroda,BAHADURPUR,BARB0BAHLUC
2629,Bank of Baroda,BAHADURPUR,BARB0BAHLUC
2630,Bank of Baroda,OPPOSITE ALKA HOTEL,BARB0FATFAI
2631,PUNJAB NATIONAL BANK,RAIBAREILY ,PUNB0091700
2632,Bank of Baroda,GEGASON CROSSING,BARB0GEGASO
2633,Bank of Baroda,HASWA,BARB0HASWAX
2634,Bank of Baroda,MADHUPURI,BARB0MADHUP
2635,Bank of Baroda,RAE BARELI,BARB0BEDARO
2636,UNION BANK OF INDIA,RAE BARELI,UBIN0913448
2637,Bank of Baroda,KORIHAR,BARB0KORIHA
2638,Bank of Baroda,UNCHAHAR,BARB0UNCHAH
2639,Bank of Baroda, RAEBARELI,BARB0RANANA
2640,Bank of Baroda, LUCKNOW,BARB0CHINHA
2641,PUNJAB NATIONAL BANK,BANDA,PUNB0054000
2642,Axis Bank,Lucknow,UTIB0000407
2643,State Bank of India,GONDA,SBIN0016804
2644,State Bank of India,AJITPUR,SBIN0014898
2645,Axis Bank,VIBHUTI KHAND,UTIB0002800
2646,PUNJAB NATIONAL BANK, MORADABAD,PUNB0034700
2647,Punjab National Bank,RAMPUR,PUNB0033010
2648,PRATHAMA UP GRAMIN BANK,Uttar Pradesh, BARB0BUPGBX 
2649,CENTRAL BANK OF INDIA,GODHI,CBIN0282479
2650,Canara Bank,BHOJPUR ,CNRB0018590
2651,State Bank of India,NEORIA  ,SBIN0004553
2652,PUNJAB NATIONAL BANK,RAM NAGAR,PUNB0091500
2653,Axis Bank,RAMPUR,UTIB0000795
2654,HDFC Bank,BAHERI,HDFC0002619
2655,UNION BANK OF INDIA,AONLA,UBIN0568309
2656,PUNJAB NATIONAL BANK,HAMIRPUR,PUNB0457600
2657,State Bank of India,"ADB,RAMPUR",SBIN0006034
2658,State Bank of India,RATAN PUR ,SBIN0009326
2659,State Bank of India,RAMPUR,SBIN0000702
2660,Bank of Baroda,I B B,BARB0INTMOR
2661,Bank of Baroda,RAMPUR U.P.,BARB0RAMPUR
2662,State Bank of India,DHARAMPUR,SBIN0011176
2663,State Bank of India, MORADABAD,SBIN0001893
2664,INDIAN BANK,SHAMLI,IDIB000S647
2665,UNION BANK OF INDIA,CHUTMALPUR,UBIN0530662
2666,PUNJAB NATIONAL BANK,PHANDPURI,PUNB0372700
2667,PUNJAB NATIONAL BANK,BEHADA KHURD,PUNB0986300
2668,Bank of Baroda,PURABGAON,BARB0PURABG
2669,PUNJAB NATIONAL BANK,SALEMPUR,PUNB0133500
2670,PUNJAB NATIONAL BANK ,SIKATAHA,PUNB0228200
2671,Bank of Baroda, UTTAR PRADESH ,BARB0BUPGBX
2672,ICICI BANK LIMITED,ROHTAK,ICIC0002522
2673,Bank of Baroda,HAKIKATNAGAR ,BARB0HAKIKT
2674,State Bank of India,SAHARANPUR,SBIN0050217
2675,Bank Of India,SAHARANPUR,BKID0007813
2676,PUNJAB NATIONAL BANK,SALEMPUR,PUNB0133500
2677,UNION BANK OF INDIA,THANA BHAWAN,UBIN0563498
2678,Bank Of India,SECTOR 9 BOKARO ,BKID0004795
2679,PUNJAB NATIONAL BANK,SAHARANPUR,PUNB0075910
2680,SYNDICATE BANK,RAVLI,CNRB0018765
2681,State Bank of India,YAMUNANAGAR,SBIN0050089
2682,PUNJAB NATIONAL BANK,DEOBAND,PUNB0013400
2683,State Bank of India,TRANSPORT NAGAR,SBIN0015423
2684,State Bank of India,D S COLLEGE,SBIN0003773
2685,INDIAN OVERSEAS BANK,Saharanpur,IOBA0001126
2686,State Bank of India,AMBETHA,SBIN0011464
2687,HDFC Bank,YAMUNANAGAR ,HDFC0004407
2688,PUNJAB NATIONAL BANK,SAHARANPUR ,PUNB0388500
2689,State Bank of India,PIPRAULI,SBIN0006328
2690,UNION BANK OF INDIA,NAKUR,UBIN0535524
2691,State Bank of India,GAGALHERI,SBIN0015422
2692,State Bank of India,TRANSPORT NAGAR,SBIN0015423
2693,PUNJAB NATIONAL BANK, SAHAR,PUNB0039700
2694,State Bank of India,KANPUR,SBIN0003809
2695,INDIAN BANK,SAHARANPUR,IDIB000S522
2696,Uttar Pradesh Gramin Bank,UTTAR PRADESH ,BARB0BUPGBX
2697,State Bank of India,BUDGAON,SBIN0011462
2698,Canara Bank,AKBARPUR,CNRB0004745
2699,State Bank of India, LUCKNOW,SBIN0006058
2700,PUNJAB NATIONAL BANK,PUNWARKA,PUNB0047810
2701,HDFC Bank,SHAHRANPUR,HDFC0002067
2702,State Bank of India,CHAKAI BAZAR,SBIN0014276
2703,UNION BANK OF INDIA,YAMUNANAGAR,UBIN0906191
2704,State Bank of India,BUDGAON,SBIN0011462
2705,Uttar Pradesh Gramin Bank,UTTAR PRADESH ,BARB0BUPGBX
2706,Axis Bank,VIBHUTI KHAND,UTIB0002800
2707,PUNJAB NATIONAL BANK,PHANDPURI,PUNB0372700
2708,Bank Of India,AKBARPUR,BKID0006857
2709,State Bank of India,BAGHPAT,SBIN0000740
2710,PUNJAB NATIONAL BANK,MORADABAD,PUNB0601000
2711,State Bank of India,CHANDAUSI,SBIN0000627
2712,Axis Bank,GOMTI NAGAR,UTIB0001550
2713,SBI HARIYANA,HARIYANA,SBIN0050528
2714,Uttar Pradesh Gramin Bank,Uttar Pradesh,BARB0BUPGBX
2715,State Bank of India,BILARI,SBIN0000595
2716,State Bank of India,MAHOBA,SBIN0000128
2717,Canara Bank, AMROHA,CNRB0018589
2718,State Bank of India,J.S.HINDU ,SBIN0018144
2719,Bank Of India,MANYAVAR,BKID0007270
2720,Bank of Baroda,GORAKHPUR,BARB0MEDGOR
2721,State Bank of India,SHAHJAHANPUR,SBIN0003085
2722,Canara Bank,SHAUNALI,CNRB0018959
2723,Canara Bank,MORADABAD ,CNRB0018597
2724,Bank Of India,MORADABAD ,BKID0007804
2725,State Bank of India,LUCKNOW,SBIN0003223
2726,State Bank of India,SIRSI,SBIN0003819
2727,PUNJAB NATIONAL BANK,ANOOPSHAHR,PUNB0473500
2728,State Bank of India,SAMBHAL,SBIN0000711
2729,PUNJAB NATIONAL BANK,MORADABAD,PUNB0601000
2730,Axis Bank,MAINPURI,UTIB0001093
2731,State Bank of India,J.S.HINDU ,SBIN0018144
2732,PUNJAB NATIONAL BANK, MORADABAD,PUNB0996200
2733,PUNJAB NATIONAL BANK,J.P. NAGAR,PUNB0651100
2734,CENTRAL BANK OF INDIA,BANSATHI,CBIN0282862
2735,PUNJAB NATIONAL BANK,BASTI ,PUNB0058700
2736,State Bank of India,GORAKHPUR,SBIN0014900
2737,State Bank of India,MAHEVA CHUNGI,SBIN0011189
2738,HDFC Bank,SHIVPUR,HDFC0004807
2739,Baroda Uttar Pradesh Gramin Bank,UTTAR PRADESH ,BARB0BUPGBX
2740,State Bank of India,Khalilabad,SBIN0011827
2741,State Bank of India,SAHJANWA,SBIN0006502
2742,State Bank of India,WAZIRGANJ ,SBIN0017304
2743,Bank of Baroda,MOTIGANJ,BARB0MOTIGA
2744,Bank Of India,ALLAHABAD,BKID0007000
2745,State Bank of India,GOLGHAR,SBIN0003205
2746,Bank of Baroda,LUCKNOW,BARB0CHINHA
2747,INDIAN BANK,PANIKALAN,IDIB000P561
2748,UNION BANK OF INDIA,BALLIPUR,UBIN0576522
2749,State Bank of India,COURT AREA,SBIN0006211
2750,CENTRAL BANK OF INDIA,MEHDAVAL,CBIN0284478
2751,State Bank of India,KHALILABAD,SBIN0000115
2752,HDFC Bank,BASTI,HDFC0001888
2753,State Bank of India,KHALILABAD,SBIN0000115
2754,Bank Of India,TARAMANDAL,BKID0007182
2755,State Bank of India,BASTI,SBIN0000031
2756,State Bank of India,GOLGHAR,SBIN0003205
2757,Baroda Uttar Pradesh Gramin Bank, UTTAR PRADESH ,BARB0BUPGBX
2758,PUNJAB NATIONAL BANK,MAHARAJGANJ,PUNB0608500
2759,Bank of Baroda,VARANASI,BARB0CHITAI
2760,HDFC Bank,JOGINKA,HDFC0002797
2761,HDFC Bank,JOGINKA,HDFC0002797
2762,ICICI bank,BHADOHI,ICIC0000820
2763,PUNJAB AND SIND BANK,LALITPUR,PSIB0021375
2764,Bank of Baroda,VINDHYACHAL,BARB0VINDHY
2765,State Bank of India,KHAMARIA,SBIN0017266
2766,UNION BANK OF INDIA,MAUGANJ,UBIN0541834
2767,HDFC Bank,JOGINKA,HDFC0002797
2768,Canara Bank,VARANASI,CNRB0001191
2769,INDIAN BANK,KVP UNIV,IDIB000K619
2770,INDIAN BANK,UP COLLEGE ,IDIB000U501
2771,UNION BANK OF INDIA,RAJA TALAB,UBIN0530417
2772,HDFC Bank,JOGINKA,HDFC0002797
2773,State Bank of India, ALLAHABAS,SBIN0001621
2774,Axis Bank,MP NAGAR ZONE ,UTIB0003634
2775,State Bank of India,LANKA,SBIN0011508
2776,YES BANK, GYANPUR,YESB0BHUC01
2777,UNION BANK OF INDIA,GHANSHYAMPUR,UBIN0539996
2778,INDIAN BANK,VARANASI ,IDIB000R572
2779,Bank of Baroda,SORAON ,BARB0SORAON
2780,UNION BANK OF INDIA,LANKA,UBIN0564931
2781,HDFC Bank,JOGINKA,HDFC0002797
2782,HDFC Bank,MIRZAPUR,HDFC0001912
2783,CENTRAL BANK OF INDIA,GOPIGANJ,CBIN0284167
2784,PUNJAB NATIONAL BANK,DALA ,PUNB0481700
2785,UNION BANK OF INDIA,MIRZAPUR,UBIN0535346
2786,Bank Of India,TALA NAGRI,BKID0007727
2787,Bank of Baroda, SHAHJAHANPUR,BARB0AKARRA
2788,PUNJAB NATIONAL BANK, SHAHAJAHANPUR,PUNB0680500
2789,PUNJAB NATIONAL BANK,PCF BUILDING,PUNB0474000
2790,Bank of Baroda,SHAHJAHANPUR,BARB0NIGOHI
2791,Bank of Baroda, SHAHJAHANPUR,BARB0BANSHA
2792,Bank of Baroda, BAREILLY,BARB0BLYBHO
2793,Canara Bank,BELWA ,CNRB0006397
2794,State Bank of India,NEORIA  ,SBIN0004553
2795,Bank Of India,SARVODAYA NAGAR,BKID0006836
2796,Axis Bank,VIBHUTI KHAND,UTIB0002800
2797,State Bank of India,SHAHJAHANPUR,SBIN0005297
2798,HDFC Bank,BAREILLY,HDFC0000304
2799,State Bank of India,CHANDAN CHOWKI,SBIN0004575
2800,State Bank of India,KUTAR,SBIN0011185
2801,Bank of Baroda,BAREILLY,BARB0SUBBAR
2802,State Bank of India,PANT NAGAR,SBIN0001133
2803,ICICI BANK LIMITED,MORADABAD ,ICIC0001587
2804,State Bank of India,BISWAN,SBIN0000622
2805,Bank of Baroda, SHAHAJAHANPUR,BARB0KALANX
2806,State Bank of India,UMEDPUR ,SBIN0011171
2807,State Bank of India,KANT BRANCH,SBIN0015111
2808,UNION BANK OF INDIA,GOVINDNAGAR,UBIN0564184
2809,State Bank of India,BAREILLY,SBIN0010317
2810,UNION BANK OF INDIA,ROHILKHAND ,UBIN0550523
2811,PUNJAB NATIONAL BANK,SULTANPUR,PUNB0391400
2812,State Bank of India, KANPUR,SBIN0003809
2813,PUNJAB NATIONAL BANK,GOLA GOKARAN ,PUNB0190100
2814,State Bank of India,AONLA,SBIN0000611
2815,State Bank of India,JALALABAD,SBIN0001121
2816,Bank of Baroda,MURADPUR,BARB0MURADP
2817,State Bank of India, SHAHJAHANPUR,SBIN0003085
2818,State Bank of India,ROZA MANDI,SBIN0014452
2819,State Bank of India,AMRITPUR,SBIN0011999
2820,HDFC Bank,TILHAR,HDFC0004212
2821,YES BANK,SHAHJAHANPUR,YESB0000624
2822,Axis Bank,LUCKNOW,UTIB0000407
2823,State Bank of India,KAMALGANJ,SBIN0011210
2824,PUNJAB NATIONAL BANK,MUZAFFARNAGAR,PUNB0371800
2825,PUNJAB NATIONAL BANK,SAHARANPUR ,PUNB0087800
2826,PUNJAB AND SIND BANK,SHAMLI ,PSIB0020932
2827,Bank Of India,SHAMLI,BKID0007653
2828,Punjab National Bank,KARNALSECTOR ,PUNB0102110
2829,State Bank of India,BINAULI,SBIN0002319
2830,UNION BANK OF INDIA,SAHARANPUR  ,UBIN0530654
2831,PUNJAB NATIONAL BANK,MORADABAD,PUNB0614100
2832,State Bank of India,PIPARIA AGRU,SBIN0009362
2833,State Bank of India, SAHARANPUR,SBIN0004258
2834,PUNJAB NATIONAL BANK,GARHI ABDULLA ,PUNB0038710
2835,State Bank of India,NANAUTA,SBIN0012493
2836,HDFC Bank,DLF GALERIA,HDFC0001202
2837,HDFC Bank,DLF GALERIA,HDFC0001202
2838,Bank Of India,SHAMLI,BKID0007653
2839,PUNJAB NATIONAL BANK,MUZAFFARNAGAR,PUNB0302300
2840,ICICI BANK LIMITED,MEERUT┬á,ICIC0006285
2841,State Bank of India,ROBERTSGANJ,SBIN0000170
2842,State Bank of India,BUDHANA TOWN,SBIN0007434
2843,UCO BANK,SULTANPUR,UCBA0001121
2844,State Bank of India,BANDA,SBIN0000021
2845,PUNJAB NATIONAL BANK,SHAMLI,PUNB0043110
2846,INDIAN BANK,SHAMLI,IDIB000S647
2847,PUNJAB NATIONAL BANK,BAHRAICH,PUNB0185700
2848,PUNJAB NATIONAL BANK,LUCKNOW ,PUNB0392600
2849,State Bank of India,KUMS JANGIPUR,SBIN0006914
2850,Axis Bank,SHRAVASTI,UTIB0004239
2851,PUNJAB NATIONAL BANK,BHINGA,PUNB0415900
2852,UNION BANK OF INDIA,HARAUNI,UBIN0543454
2853,INDIAN BANK,DAYALI,IDIB000D548
2854,HDFC Bank,IKAUNA,HDFC0004271
2855,INDIAN BANK,BHINGA,IDIB000B788
2856,Bank Of India,ASHOK MARG,BKID0006805
2857,State Bank of India,SHRAVASTI,SBIN0011222
2858,Bank of Baroda,SHIVGARHKALA,BARB0SHIVGA
2859,Bank of Baroda, LUCKNOW,BARB0MALIHA
2860,State Bank of India,KURWA,SBIN0009874
2861,INDIAN BANK,SIRSIYA,IDIB000S723
2862,Punjab National Bank ,BHINGA,PUNB0415900
2863,Bank of Baroda,Bhinga,BARB0BHINGA
2864,State Bank of India, LUCKNOW,SBIN0009021
2865,HDFC Bank,BHINGA,HDFC0002638
2866,KOTAK MAHINDRA BANK LIMITED,ALIGANJ ,KKBK0005190
2867,PUNJAB NATIONAL BANK,SHRAWASTI,PUNB0991900
2868,PUNJAB NATIONAL BANK,BHINGA,PUNB0415900
2869,INDIAN BANK          ,BAHRAICH,IDIB000S618
2870,State Bank of India,SHRAVASTI,SBIN0017354
2871,INDIAN BANK,IKAUNA,IDIB000I512
2872,INDIAN BANK,SIRSIYA,IDIB000S723
2873,State Bank of India,RAMWAPUR ,SBIN0005372
2874,Baroda Uttar Pradesh Gramin Bank, UTTAR PRADESH ,BARB0BUPGBX
2875,UNION BANK OF INDIA,FI LEDHUPUR,UBIN0564664
2876,State Bank of India,SHORATHGARH,SBIN0002613
2877,PUNJAB NATIONAL BANK,FAIZABAD,PUNB0019400
2878,State Bank of India,ITWA,SBIN0002553
2879,UNION BANK OF INDIA,CHAMBALTARA,UBIN0546178
2880,State Bank of India,DEOGAON,SBIN0010883
2881,State Bank of India,DHAURHARA,SBIN0004673
2882,Bank Of India,NAUGARH,BKID0006993
2883,Sentral bank off India,SIDDHARTH NAGAR,CBIN0284479
2884,State Bank of India,SATNA CITY,SBIN0001260
2885,CENTRAL BANK OF INDIA,BASTI,CBIN0282866
2886,UNION BANK OF INDIA,BAANSI,UBIN0573639
2887,Axis Bank,VIBHUTI KHAND,UTIB0002800
2888,State Bank of India,DEEGH,SBIN0011246
2889,UNION BANK OF INDIA,RUDRAPUR ,UBIN0576158
2890,PUNJAB NATIONAL BANK,SHOHRATGARH  ,PUNB0475300
2891,State Bank of India,MANNIJOT,SBIN0009575
2892,HDFC Bank,BASTI,HDFC0001888
2893,Bank of Baroda,TETARI BAZAR,BARB0TETARI
2894,Baroda Uttar Pradesh Gramin Bank,GOMTI NAGAR ,BARB0BUPGBX
2895,PUNJAB NATIONAL BANK,SIDHARTHNGR,PUNB0228000
2896,IDBI BANK,BASTI,IBKL0001586
2897,State Bank of India,BANSI,SBIN0001393
2898,PUNJAB NATIONAL BANK,SIDHARTH NAGAR,PUNB0396300
2899,State Bank of India,CAMPIERGANJ,SBIN0010882
2900,State Bank of India,GAURDEEH,SBIN0015685
2901,Baroda Uttar Pradesh Gramin Bank, UTTAR PRADESH ,BARB0BUPGBX
2902,State Bank of India,A P SEN ROAD,SBIN0011214
2903,State Bank of India,TILORA,SBIN0009302
2904,State Bank of India,MAUNATH BHANJAN,SBIN0001671
2905,State Bank of India,GAURDEEH,SBIN0015685
2906,State Bank of India,PARSHURAMPUR,SBIN0011196
2907,State Bank of India,SHORATHGARH,SBIN0002613
2908,Baroda Uttar Pradesh Gramin Bank,UTTAR PRADESH ,BARB0BUPGBX
2909,State Bank of India,AURATAL,SBIN0009982
2910,ICICI BANK LIMITED,LUCKNOW ,ICIC0001671
2911,CENTRAL BANK OF INDIA,PRATAPPUR,CBIN0281592
2912,State Bank of India,ITWA,SBIN0002553
2913,UNION BANK OF INDIA, VARANASI,UBIN0541672
2914,Baroda Uttar Pradesh Gramin Bank, UTTAR PRADESH ,BARB0BUPGBX
2915,Axis Bank,VIBHUTI KHAND,UTIB0002800
2916,State Bank of India,BAJRANGNAGER ,SBIN0014904
2917,PUNJAB NATIONAL BANK,SHOHRATGARH  ,PUNB0475300
2918,State Bank of India,BIRDPUR,SBIN0002531
2919,State Bank of India,WALTERGANJ,SBIN0003323
2920,CENTRAL BANK OF INDIA, FAIZABAD,CBIN0283302
